unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
"10837690,JA139893,2017-02-03 02:03:00.000000 UTC,013XX S ALBANY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1022,10,24,29,18,1155926.0,1893582.0,2017,2017-02-14 15:49:42.000000 UTC,41.863781023,-87.703080548,""(41.863781023, -87.703080548)"""
"2676740,HJ294375,2003-04-11 18:00:00.000000 UTC,104XX S EGGLESTON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,false,2233,22,34,49,26,1175131.0,1835628.0,2003,2018-02-10 15:50:01.000000 UTC,41.704340531,-87.634309984,""(41.704340531, -87.634309984)"""
"9651817,HX301983,2014-06-13 15:30:00.000000 UTC,098XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,511,5,8,50,06,1184622.0,1839945.0,2014,2018-02-10 15:50:01.000000 UTC,41.715970244,-87.599421036,""(41.715970244, -87.599421036)"""
"11678523,JC252751,2019-05-06 14:00:00.000000 UTC,069XX S JEFFERY BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,331,3,5,43,08A,1190744.0,1859294.0,2019,2019-05-13 16:13:25.000000 UTC,41.768920292,-87.576376188,""(41.768920292, -87.576376188)"""
"7122382,HR511390,2009-08-30 15:56:00.000000 UTC,011XX S SPRINGFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1132,11,24,29,18,1150560.0,1894603.0,2009,2018-02-28 15:56:25.000000 UTC,41.866689176,-87.722752323,""(41.866689176, -87.722752323)"""
"3705506,HK745066,2004-11-11 16:50:00.000000 UTC,023XX N CICERO AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SMALL RETAIL STORE,false,false,2522,25,31,19,10,1144014.0,1915078.0,2004,2018-02-28 15:56:25.000000 UTC,41.923000169,-87.746269376,""(41.923000169, -87.746269376)"""
"10205269,HY392093,2015-08-21 17:58:00.000000 UTC,096XX S LONGWOOD DR,0820,THEFT,$500 AND UNDER,PARK PROPERTY,true,false,2213,22,19,72,06,1165598.0,1840759.0,2015,2018-02-10 15:50:01.000000 UTC,41.718627867,-87.66907342,""(41.718627867, -87.66907342)"""
"7876704,HT107413,2011-01-05 21:30:00.000000 UTC,001XX N WOOD ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1333,12,27,28,06,1164378.0,1901233.0,2011,2016-02-04 06:33:39.000000 UTC,41.884601563,-87.671837262,""(41.884601563, -87.671837262)"""
"3079863,HJ802224,2003-06-18 00:01:00.000000 UTC,059XX W IRVING PARK RD,1120,DECEPTIVE PRACTICE,FORGERY,OTHER,false,false,1624,16,38,15,10,1135817.0,1925980.0,2003,2018-02-28 15:56:25.000000 UTC,41.953066476,-87.776128044,""(41.953066476, -87.776128044)"""
"12260367,JE102197,2020-11-07 09:00:00.000000 UTC,047XX N HAMILTON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1911,19,47,4,11,1161279.0,1931334.0,2020,2021-01-06 15:39:37.000000 UTC,41.967265699,-87.682378073,""(41.967265699, -87.682378073)"""
"8838405,HV511549,2012-10-09 21:33:00.000000 UTC,078XX S COLES AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,421,4,7,43,18,1197670.0,1853511.0,2012,2018-02-10 15:50:01.000000 UTC,41.752881282,-87.551182124,""(41.752881282, -87.551182124)"""
"6268578,HP355775,2008-05-25 13:40:00.000000 UTC,069XX S LOOMIS BLVD,0560,ASSAULT,SIMPLE,STREET,false,false,734,7,17,67,08A,1168197.0,1858649.0,2008,2018-02-28 15:56:25.000000 UTC,41.767665131,-87.659040726,""(41.767665131, -87.659040726)"""
"9143351,HW288453,2013-05-24 03:00:00.000000 UTC,040XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1712,17,39,14,06,1148714.0,1931595.0,2013,2018-02-10 15:50:01.000000 UTC,41.968234567,-87.728571616,""(41.968234567, -87.728571616)"""
"11569201,JC119818,2019-01-16 23:45:00.000000 UTC,092XX S GREEN ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2223,22,21,73,08A,1172270.0,1843531.0,2019,2019-01-23 11:26:56.000000 UTC,41.726090769,-87.644554978,""(41.726090769, -87.644554978)"""
"12299942,JE149846,2021-02-22 20:00:00.000000 UTC,105XX S CORLISS AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,512,5,9,50,06,1183450.0,1835033.0,2021,2021-03-01 15:40:29.000000 UTC,41.702518437,-87.603865843,""(41.702518437, -87.603865843)"""
"4975124,HM584551,2006-09-06 09:31:37.000000 UTC,013XX W GREENLEAF AVE,0560,ASSAULT,SIMPLE,OTHER,false,true,2423,24,49,1,08A,1165988.0,1947077.0,2006,2021-09-07 15:41:02.000000 UTC,42.010365428,-87.664611697,""(42.010365428, -87.664611697)"""
"8014482,HT241580,2011-04-08 19:00:00.000000 UTC,033XX W 38TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,913,9,12,58,07,1154812.0,1878877.0,2011,2018-02-10 15:50:01.000000 UTC,41.823451119,-87.707563321,""(41.823451119, -87.707563321)"""
"12886468,JF467130,2022-10-04 11:30:00.000000 UTC,064XX N RAVENSWOOD AVE,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING / PROPERTY,false,false,2432,24,40,1,06,1163180.0,1943029.0,2022,2023-01-03 15:40:27.000000 UTC,41.999317342,-87.675057842,""(41.999317342, -87.675057842)"""
"6724860,HR142327,2008-12-14 09:00:00.000000 UTC,076XX S EAST END AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,414,4,8,43,11,1188863.0,1854602.0,2008,2018-02-28 15:56:25.000000 UTC,41.756090258,-87.583420843,""(41.756090258, -87.583420843)"""
"1477914,G214559,2001-04-15 04:30:00.000000 UTC,023XX S DR MARTN LUTHR KING JR DR,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,2122,2,,,03,1178919.0,1889130.0,2001,2015-08-17 15:03:40.000000 UTC,41.851070242,-87.618811166,""(41.851070242, -87.618811166)"""
"1357685,G062992,2001-01-30 15:15:00.000000 UTC,013XX W 108 PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2234,22,,,26,1169096.0,1832769.0,2001,2015-08-17 15:03:40.000000 UTC,41.69662728,-87.656491462,""(41.69662728, -87.656491462)"""
"6113305,HP208302,2008-02-28 16:00:00.000000 UTC,038XX W DIVISION ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1112,11,27,23,08B,1150685.0,1907730.0,2008,2018-02-28 15:56:25.000000 UTC,41.90270863,-87.7219501,""(41.90270863, -87.7219501)"""
"2270945,HH534951,2002-07-25 13:50:03.000000 UTC,008XX N SEDGWICK ST,2027,NARCOTICS,POSS: CRACK,CHA APARTMENT,true,false,1823,18,27,8,18,1173355.0,1906145.0,2002,2018-02-28 15:56:25.000000 UTC,41.897885763,-87.638726692,""(41.897885763, -87.638726692)"""
"5601746,HN409970,2007-06-16 21:25:00.000000 UTC,058XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,822,8,14,63,08B,1154709.0,1865781.0,2007,2018-02-28 15:56:25.000000 UTC,41.787515947,-87.70829059,""(41.787515947, -87.70829059)"""
"9296831,HW441925,2013-09-06 07:15:00.000000 UTC,026XX N PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1931,19,32,7,14,1164555.0,1917534.0,2013,2018-02-10 15:50:01.000000 UTC,41.929328889,-87.670724901,""(41.929328889, -87.670724901)"""
"2513397,HH858734,2002-12-24 13:00:00.000000 UTC,015XX S PULASKI RD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1014,10,24,29,26,1149968.0,1892180.0,2002,2018-02-28 15:56:25.000000 UTC,41.86005171,-87.724988671,""(41.86005171, -87.724988671)"""
"7947965,HT180036,2011-02-26 12:30:00.000000 UTC,0000X W 111TH ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,522,5,34,49,06,1177873.0,1831361.0,2011,2018-02-10 15:50:01.000000 UTC,41.692569761,-87.624397882,""(41.692569761, -87.624397882)"""
"4016803,HL373002,2005-05-23 00:01:00.000000 UTC,069XX S OAKLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,832,8,17,66,08B,1162263.0,1858631.0,2005,2018-02-28 15:56:25.000000 UTC,41.767741335,-87.680792047,""(41.767741335, -87.680792047)"""
"8132665,HT367417,2011-06-26 21:36:00.000000 UTC,020XX W 70TH PL,4510,OTHER OFFENSE,PROBATION VIOLATION,SIDEWALK,true,false,735,7,17,67,26,1164050.0,1857904.0,2011,2018-02-10 15:50:01.000000 UTC,41.765708956,-87.674262285,""(41.765708956, -87.674262285)"""
"4585884,HM177941,2006-02-12 18:37:00.000000 UTC,034XX W EVERGREEN AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1422,14,26,23,18,1153284.0,1908771.0,2006,2018-02-28 15:56:25.000000 UTC,41.905514006,-87.712375778,""(41.905514006, -87.712375778)"""
"11209065,JB123078,2018-01-20 11:00:00.000000 UTC,011XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1824,18,42,8,06,1175732.0,1907861.0,2018,2018-05-04 15:51:04.000000 UTC,41.90254141,-87.629944625,""(41.90254141, -87.629944625)"""
"12080588,JD267099,2020-06-14 22:16:00.000000 UTC,050XX W WEST END AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1532,15,28,25,08A,1142803.0,1900514.0,2020,2020-06-21 15:41:39.000000 UTC,41.883057575,-87.751082271,""(41.883057575, -87.751082271)"""
"3111410,HJ845307,2003-12-30 01:00:00.000000 UTC,015XX E 87TH ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,412,4,8,48,06,1187895.0,1847597.0,2003,2018-02-28 15:56:25.000000 UTC,41.736890961,-87.587190908,""(41.736890961, -87.587190908)"""
"4173856,HL505160,2005-03-26 16:00:00.000000 UTC,083XX S SOUTH CHICAGO AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,VEHICLE NON-COMMERCIAL,false,true,412,4,8,45,17,1191152.0,1850221.0,2005,2021-09-07 15:41:02.000000 UTC,41.744013352,-87.57517377,""(41.744013352, -87.57517377)"""
"2041683,HH239861,2002-03-13 12:30:00.000000 UTC,035XX W CHICAGO AV,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1121,11,,,18,1152457.0,1905105.0,2002,2018-02-28 15:56:25.000000 UTC,41.895470537,-87.715510627,""(41.895470537, -87.715510627)"""
3076587,HJ797049,2003-12-04 02:17:00.000000 UTC,007XX N LARRABEE ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,1831,18,42,8,05,,,2003,2015-08-17 15:03:40.000000 UTC,,,
"6628779,HP698328,2008-11-23 10:15:00.000000 UTC,076XX S CICERO AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,true,false,833,8,13,65,06,1145727.0,1853720.0,2008,2018-02-28 15:56:25.000000 UTC,41.754592961,-87.741528537,""(41.754592961, -87.741528537)"""
"11253931,JB182568,2018-03-09 10:00:00.000000 UTC,001XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1824,18,42,8,08B,1175156.0,1908348.0,2018,2018-05-04 15:51:04.000000 UTC,41.903890702,-87.632045722,""(41.903890702, -87.632045722)"""
"2421016,HH732113,2002-10-23 16:30:00.000000 UTC,003XX N ORLEANS ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,18,42,8,08B,1173876.0,1902793.0,2002,2018-02-10 15:50:01.000000 UTC,41.888676095,-87.636913058,""(41.888676095, -87.636913058)"""
"11538252,JB557124,2018-12-15 19:00:00.000000 UTC,0000X W 87TH ST,0915,MOTOR VEHICLE THEFT,""TRUCK, BUS, MOTOR HOME"",PARKING LOT/GARAGE(NON.RESID.),false,false,634,6,21,44,07,1176822.0,1847277.0,2018,2018-12-22 16:10:31.000000 UTC,41.736269116,-87.627768243,""(41.736269116, -87.627768243)"""
"3325678,HK325309,2004-04-26 08:20:00.000000 UTC,012XX W LELAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,2311,19,46,3,16,1166900.0,1931342.0,2004,2018-02-28 15:56:25.000000 UTC,41.967168602,-87.661710154,""(41.967168602, -87.661710154)"""
"1378854,G089401,2001-02-13 07:50:00.000000 UTC,065XX S LOWE AV,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,723,7,,,04B,1173204.0,1861445.0,2001,2015-08-17 15:03:40.000000 UTC,41.775228502,-87.640605347,""(41.775228502, -87.640605347)"""
"11621088,JC183308,2019-03-11 10:30:00.000000 UTC,026XX W 23RD ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1034,10,24,30,06,1159198.0,1888634.0,2019,2019-03-18 16:18:01.000000 UTC,41.850136652,-87.691205022,""(41.850136652, -87.691205022)"""
"6708419,HR122854,2008-01-15 17:20:00.000000 UTC,130XX S EVANS AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,false,false,533,5,9,54,11,1183714.0,1818774.0,2008,2018-02-28 15:56:25.000000 UTC,41.657895352,-87.603403539,""(41.657895352, -87.603403539)"""
"10984012,JA309412,2017-06-15 14:45:00.000000 UTC,021XX S LAFLIN ST,0560,ASSAULT,SIMPLE,""SCHOOL, PUBLIC, GROUNDS"",false,false,1235,12,25,31,08A,1166695.0,1890007.0,2017,2018-02-10 15:50:01.000000 UTC,41.85374716,-87.663650546,""(41.85374716, -87.663650546)"""
"1143,G612031,2001-10-12 00:10:00.000000 UTC,107XX S STATE STREET,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,513,5,,,01A,1178153.0,1833818.0,2001,2022-09-19 15:41:05.000000 UTC,41.699305792,-87.623298605,""(41.699305792, -87.623298605)"""
"13382570,JH168823,2024-02-28 10:20:00.000000 UTC,014XX E 87TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,412,4,8,48,08A,1187466.0,1847586.0,2024,2024-12-21 15:40:46.000000 UTC,41.736870971,-87.588762958,""(41.736870971, -87.588762958)"""
"6111312,HP206693,2008-03-03 06:10:00.000000 UTC,011XX W WRIGHTWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1933,19,32,7,05,1168348.0,1917427.0,2008,2018-02-28 15:56:25.000000 UTC,41.928953995,-87.656789919,""(41.928953995, -87.656789919)"""
"1548160,G301203,2001-05-25 05:20:00.000000 UTC,024XX W BELMONT AV,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1913,19,,,14,1159293.0,1921219.0,2001,2015-08-17 15:03:40.000000 UTC,41.939550733,-87.689959573,""(41.939550733, -87.689959573)"""
"10975591,JA300043,2017-05-25 12:00:00.000000 UTC,097XX S FOREST AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,511,5,6,49,06,1179968.0,1840413.0,2017,2018-02-10 15:50:01.000000 UTC,41.717362096,-87.616451896,""(41.717362096, -87.616451896)"""
"12814893,JF381285,2022-09-02 20:58:00.000000 UTC,048XX S KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,815,8,14,57,14,1148179.0,1872083.0,2022,2023-01-03 15:40:27.000000 UTC,41.804937384,-87.73207202,""(41.804937384, -87.73207202)"""
"6758053,HR173901,2009-02-17 06:32:00.000000 UTC,016XX W 51ST ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,931,9,16,61,16,1166092.0,1870891.0,2009,2018-02-28 15:56:25.000000 UTC,41.801303741,-87.666408445,""(41.801303741, -87.666408445)"""
"9292342,HW434619,2013-09-04 15:58:00.000000 UTC,032XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1121,11,27,23,06,1154697.0,1905149.0,2013,2018-02-10 15:50:01.000000 UTC,41.89554672,-87.70728242,""(41.89554672, -87.70728242)"""
"11989549,JD161976,2020-02-23 11:00:00.000000 UTC,090XX S COMMERCIAL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,423,4,10,46,06,1197716.0,1845523.0,2020,2020-03-01 15:41:53.000000 UTC,41.730960457,-87.551279583,""(41.730960457, -87.551279583)"""
"2698721,HJ320792,2003-04-24 16:40:15.000000 UTC,121XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,523,5,34,53,08B,1176797.0,1824486.0,2003,2018-02-28 15:56:25.000000 UTC,41.673727949,-87.628543194,""(41.673727949, -87.628543194)"""
"7071988,HR479117,2009-08-10 22:00:00.000000 UTC,054XX W WASHINGTON BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1523,15,28,25,08B,1140228.0,1900221.0,2009,2018-02-10 15:50:01.000000 UTC,41.882301097,-87.760545114,""(41.882301097, -87.760545114)"""
"4201719,HK517231,2004-07-26 18:53:00.000000 UTC,019XX S CALUMET AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,133,1,2,33,06,1178820.0,1891039.0,2004,2018-02-28 15:56:25.000000 UTC,41.856310922,-87.619116236,""(41.856310922, -87.619116236)"""
"11327735,JB280330,2018-05-27 00:30:00.000000 UTC,022XX S KEDVALE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1013,10,22,29,06,1149177.0,1888880.0,2018,2018-06-03 15:52:24.000000 UTC,41.851011444,-87.727977648,""(41.851011444, -87.727977648)"""
"8085320,HT318281,2011-05-28 03:00:00.000000 UTC,029XX W SHAKESPEARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1414,14,35,22,08B,1156444.0,1914296.0,2011,2018-02-10 15:50:01.000000 UTC,41.920611704,-87.700618267,""(41.920611704, -87.700618267)"""
"2252326,HH527536,2002-07-22 13:00:00.000000 UTC,097XX S YATES AVE,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,431,4,7,51,06,1194108.0,1840854.0,2002,2018-02-10 15:50:01.000000 UTC,41.718237486,-87.564649421,""(41.718237486, -87.564649421)"""
"9513356,HX167980,2014-02-28 18:42:00.000000 UTC,026XX W DIVISION ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,1423,14,26,24,08A,1158642.0,1907880.0,2014,2016-02-04 06:33:39.000000 UTC,41.90296091,-87.692718422,""(41.90296091, -87.692718422)"""
"10149314,HY338720,2015-07-12 21:00:00.000000 UTC,032XX W LEXINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,1134,11,24,27,14,1154862.0,1896520.0,2015,2018-02-10 15:50:01.000000 UTC,41.871864578,-87.70690775,""(41.871864578, -87.70690775)"""
"10948713,JA268260,2017-05-17 20:35:00.000000 UTC,001XX N LATROBE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1523,15,28,25,14,1141353.0,1900678.0,2017,2018-02-10 15:50:01.000000 UTC,41.883534484,-87.756402767,""(41.883534484, -87.756402767)"""
"8330615,HT558022,2011-10-24 15:00:00.000000 UTC,037XX W 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,823,8,13,65,14,1152584.0,1862575.0,2011,2018-02-10 15:50:01.000000 UTC,41.778760321,-87.71616652,""(41.778760321, -87.71616652)"""
"13312234,JG546420,2023-12-17 19:00:00.000000 UTC,062XX W DIVERSEY AVE,0810,THEFT,OVER $500,APARTMENT,false,true,2512,25,36,19,06,1134109.0,1917944.0,2023,2023-12-25 15:40:48.000000 UTC,41.931045116,-87.782596674,""(41.931045116, -87.782596674)"""
"13637762,JH476696,2024-10-20 10:00:00.000000 UTC,028XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1222,12,27,27,14,1157277.0,1900552.0,2024,2024-12-21 15:40:46.000000 UTC,41.882880077,-87.697931675,""(41.882880077, -87.697931675)"""
"10204064,HY391097,2015-08-21 01:42:00.000000 UTC,010XX N ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,1213,12,1,24,18,1165530.0,1907306.0,2015,2018-02-10 15:50:01.000000 UTC,41.901241879,-87.667433896,""(41.901241879, -87.667433896)"""
"3218377,HK235132,2004-03-11 11:30:00.000000 UTC,096XX S HALSTED ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2223,22,21,73,07,1172679.0,1840813.0,2004,2018-02-28 15:56:25.000000 UTC,41.718623201,-87.643136605,""(41.718623201, -87.643136605)"""
"2859419,HJ509633,2003-07-21 16:45:00.000000 UTC,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,833,8,13,65,06,1145727.0,1853720.0,2003,2018-02-28 15:56:25.000000 UTC,41.754592961,-87.741528537,""(41.754592961, -87.741528537)"""
"8304811,HT503951,2011-09-18 14:00:00.000000 UTC,057XX N CHRISTIANA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1711,17,39,13,06,1153008.0,1937964.0,2011,2018-02-10 15:50:01.000000 UTC,41.985627215,-87.712613047,""(41.985627215, -87.712613047)"""
"11511833,JB522085,2018-11-18 15:30:00.000000 UTC,019XX W HARRISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1225,12,28,28,26,1163454.0,1897384.0,2018,2018-11-25 16:09:36.000000 UTC,41.874059075,-87.675338675,""(41.874059075, -87.675338675)"""
"6397834,HP482534,2008-07-29 19:52:00.000000 UTC,024XX N ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,1414,14,35,22,18,1155091.0,1916174.0,2008,2018-02-28 15:56:25.000000 UTC,41.925792372,-87.705538967,""(41.925792372, -87.705538967)"""
"3186209,HK190800,2004-02-18 20:40:00.000000 UTC,010XX S DESPLAINES ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,131,1,2,28,26,1172075.0,1895787.0,2004,2018-02-28 15:56:25.000000 UTC,41.869491081,-87.643733672,""(41.869491081, -87.643733672)"""
"6732938,HR150912,2009-02-02 18:00:00.000000 UTC,120XX S PERRY AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,true,523,5,9,53,04A,1177761.0,1825184.0,2009,2021-09-07 15:41:02.000000 UTC,41.675621678,-87.624993871,""(41.675621678, -87.624993871)"""
"11406453,JB383824,2018-08-05 09:00:00.000000 UTC,041XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1915,19,46,3,14,1168423.0,1927771.0,2018,2018-08-12 15:59:11.000000 UTC,41.957336758,-87.656214058,""(41.957336758, -87.656214058)"""
"5767055,HN567071,2007-09-03 13:20:00.000000 UTC,021XX S TROY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1022,10,24,30,18,1155689.0,1889465.0,2007,2018-02-10 15:50:01.000000 UTC,41.852488291,-87.704061332,""(41.852488291, -87.704061332)"""
"5749265,HN557755,2007-08-29 07:30:00.000000 UTC,026XX W 35TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,913,9,12,58,07,1159395.0,1881027.0,2007,2018-02-28 15:56:25.000000 UTC,41.829258146,-87.690690891,""(41.829258146, -87.690690891)"""
"1770833,G585290,2001-09-29 23:01:24.000000 UTC,037XX S KING DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,211,2,,,14,1179427.0,1880418.0,2001,2021-09-07 15:41:02.000000 UTC,41.827152285,-87.617213309,""(41.827152285, -87.617213309)"""
"8616249,HV290026,2012-05-17 01:10:00.000000 UTC,038XX N KEDZIE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,1733,17,33,16,06,1154374.0,1925259.0,2012,2016-02-04 06:33:39.000000 UTC,41.950736661,-87.707930056,""(41.950736661, -87.707930056)"""
"9384013,HW527102,2013-11-01 00:00:00.000000 UTC,075XX S CALUMET AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,623,6,6,69,11,1179781.0,1855111.0,2013,2018-02-10 15:50:01.000000 UTC,41.757699431,-87.616688526,""(41.757699431, -87.616688526)"""
"2023917,HH233847,2002-03-10 16:16:52.000000 UTC,019XX W BIRCHWOOD AV,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,false,false,2424,24,,,26,1161917.0,1949797.0,2002,2018-02-28 15:56:25.000000 UTC,42.017915454,-87.67951392,""(42.017915454, -87.67951392)"""
"9410881,HW554593,2013-12-01 03:00:00.000000 UTC,015XX N KINGSBURY ST,0810,THEFT,OVER $500,STREET,false,false,1822,18,32,8,06,1169525.0,1910220.0,2013,2018-02-10 15:50:01.000000 UTC,41.909152038,-87.652675042,""(41.909152038, -87.652675042)"""
"1781401,G598258,2001-10-05 17:20:00.000000 UTC,041XX W 68 ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,STREET,false,false,833,8,,,17,1150015.0,1859227.0,2001,2015-08-17 15:03:40.000000 UTC,41.769623077,-87.725671516,""(41.769623077, -87.725671516)"""
"10363484,HY555424,2015-12-30 16:00:00.000000 UTC,010XX S MONITOR AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1513,15,29,25,26,1137536.0,1895156.0,2015,2018-02-10 15:50:01.000000 UTC,41.86845093,-87.770552262,""(41.86845093, -87.770552262)"""
"12741343,JF293301,2022-06-25 01:00:00.000000 UTC,011XX N PAULINA ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1213,12,1,24,03,1164846.0,1907872.0,2022,2023-01-03 15:40:27.000000 UTC,41.902809565,-87.669930207,""(41.902809565, -87.669930207)"""
"10275310,HY463015,2015-10-14 17:15:00.000000 UTC,001XX E ONTARIO ST,0810,THEFT,OVER $500,MEDICAL/DENTAL OFFICE,false,false,1834,18,42,8,06,1177462.0,1904523.0,2015,2018-02-10 15:50:01.000000 UTC,41.893342683,-87.62369154,""(41.893342683, -87.62369154)"""
"3561554,HK633601,2004-09-19 09:50:00.000000 UTC,038XX W PALMER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2525,25,30,22,08B,1150245.0,1914343.0,2004,2018-02-28 15:56:25.000000 UTC,41.920863923,-87.723393571,""(41.920863923, -87.723393571)"""
"9480361,HX133496,2014-01-30 19:55:00.000000 UTC,051XX S WOLCOTT AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,932,9,16,61,03,1164552.0,1870655.0,2014,2016-02-04 06:33:39.000000 UTC,41.800688778,-87.672062853,""(41.800688778, -87.672062853)"""
